ID,Customer Name,Customer Type,Customer Group,Territory,Email Id,Billing Currency,Customer Primary Address
Leehyo Bioscience Co.Ltd.,Leehyo Bioscience Co.Ltd.,Company,Commercial,United States,trading@leehyobio.com,USD,
"Leidos Biomedical Research, Inc","Leidos Biomedical Research, Inc",Company,Commercial,United States,leidosbiomed@invoices.corcentric.com; jennifer.newton@nih.gov,USD,
Lexicon Pharmaceuticals,Lexicon Pharmaceuticals,Company,Commercial,United States,mzhao@lexpharma.com,USD,
LGC Labor GmbH,LGC Labor GmbH,Company,Commercial,United States,augsburg.purchasing@lgcgroup.com,USD,
LHE Bioscience,LHE Bioscience,Company,Commercial,United States,accounts@1clickchemistry.com,USD,
Lieber Inst for Brain Development,Lieber Inst for Brain Development,Company,Commercial,United States,Yifang.Huang@libd.org,USD,
Lieber Institute,Lieber Institute,Company,Commercial,United States,Michael.Poslusney@libd.org,USD,
"Lightwave Logic, Inc","Lightwave Logic, Inc",Company,Commercial,United States,amy@lightwavelogic.com; linda@lightwavelogic.com,USD,
LMU Munich,LMU Munich,Company,Commercial,United States,tina.reuther@cup.uni-muenchen.de,USD,
Lohmann GmbH & Co.KG,Lohmann GmbH & Co.KG,Company,Commercial,United States,INVOICE-LONR@lohmann-tapes.com,USD,
"Loxo Oncology, Inc.","Loxo Oncology, Inc.",Company,Commercial,United States,invoices@loxooncology.coupahost.com,USD,
"LQT Therapeutics, Inc.","LQT Therapeutics, Inc.",Company,Commercial,United States,marc.vidal@receiptbank.me; ap@lqttrx.com,USD,
Lycia Therapeutics,Lycia Therapeutics,Company,Commercial,United States,ap@lyciatx.com,USD,
M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Company,Commercial,United States,mdaccap@mdanderson.org,USD,
Maastricht University,Maastricht University,Company,Commercial,United States,crediteuren-efactuur@maastrichtuniversity.nl,USD,
Macquarie University,Macquarie University,Company,Commercial,United States,invoices@mq.edu.au,USD,
Mallinckrodt Pharmaceutical,Mallinckrodt Pharmaceutical,Company,Commercial,United States,tony.mannino@mnk.com,USD,
Manthan_Patel_delete it,Manthan_Patel_delete it,Company,Commercial,United States,manthanpatel49@gmail.com,USD,
MapLight Therapeutics,MapLight Therapeutics,Company,Commercial,United States,AP@maplightrx.com,USD,
Marlinspike Therapeutics Inc,Marlinspike Therapeutics Inc,Company,Commercial,United States,ap@marlinspiketx.com,USD,
Marquette University,Marquette University,Company,Commercial,United States,apinvoices@marquette.edu,USD,
Masaryk University,Masaryk University,Company,Commercial,United States,kejdova@sci.muni.cz,USD,
Masonic Medical Research Institute,Masonic Medical Research Institute,Company,Commercial,United States,ap@mmri.edu,USD,
Mass General Brigham,Mass General Brigham,Company,Commercial,United States,phspoinvoice@partners.org,USD,
Mass General Hospital-G Jarugumilli,Mass General Hospital-G Jarugumilli,Company,Commercial,United States,GJARUGUMILLI@mgh.harvard.edu,USD,
Mass Institute of Technology,Mass Institute of Technology,Company,Commercial,United States,invoices@mit.coupahost.com,USD,
"Matchpoint Therapeutics, Inc","Matchpoint Therapeutics, Inc",Company,Commercial,United States,ap@matchpointtx.com,USD,
"Materia, Inc","Materia, Inc",Company,Commercial,United States,tharding@materia-inc.com,USD,
Max-Planck-Institut,Max-Planck-Institut,Company,Commercial,United States,Marco.Erben@mpi-dortmund.mpg.de,USD,
"Maze Therapeutics, Inc.","Maze Therapeutics, Inc.",Company,Commercial,United States,AP@mazetx.com,USD,
McMaster University,McMaster University,Company,Commercial,United States,lebrown@mcmaster.ca,USD,
MCPHS - M Hany,MCPHS - M Hany,Company,Commercial,United States,catherine.louis@mcphs.edu,USD,
"MedChem Partners, Inc.","MedChem Partners, Inc.",Company,Commercial,United States,tlazarova@medchempartners.com,USD,
Medical University of SC,Medical University of SC,Company,Commercial,United States,thomaskk@musc.edu,USD,
"Melinta Therapeutics, Inc.","Melinta Therapeutics, Inc.",Company,Commercial,United States,pverderosa@melinta.com,USD,
Mersana Therapeutics,Mersana Therapeutics,Company,Commercial,United States,ap@mersana.com; MOuellette@mersana.com,USD,
"Metacrine, Inc.","Metacrine, Inc.",Company,Commercial,United States,ap@metacrine.com,USD,
Metro Biotech,Metro Biotech,Company,Commercial,United States,ap@metrobiotech.com,USD,
Miami University (E),Miami University (E),Company,Commercial,United States,apinbound01@gmail.com,USD,
Michigan State University- S. Drake,Michigan State University- S. Drake,Company,Commercial,United States,Drakesh3@msu.edu,USD,
Michigan State University-Dawn Kuhn,Michigan State University-Dawn Kuhn,Company,Commercial,United States,kuhndawn@chemistry.msu.edu,USD,
Michigan State University-M Giletto,Michigan State University-M Giletto,Company,Commercial,United States,giletto1@msu.edu,USD,
Michigan Tech University - J Smith,Michigan Tech University - J Smith,Company,Commercial,United States,joels@mtu.edu,USD,
"Millennium Pharma, Inc.","Millennium Pharma, Inc.",Company,Commercial,United States,takeda-ics-us@maildrop.wm.net; apinvoices@tpna.com,USD,
Mimotopes Pty Ltd,Mimotopes Pty Ltd,Company,Commercial,United States,wendy_macleod@mimotopes.com,USD,
Minot State University - CC,Minot State University - CC,Company,Commercial,United States,karla.bredahl@minotstateu.edu,USD,
Mirati Therapeutics,Mirati Therapeutics,Company,Commercial,United States,accountspayable@mirati.com,USD,
Missouri State Univ. of Sci &Tech,Missouri State Univ. of Sci &Tech,Company,Commercial,United States,msc29@mst.edu,USD,
"Moderna Therapeutics, Inc","Moderna Therapeutics, Inc",Company,Commercial,United States,Invoice@modernatx.com,USD,
Molecular Assemblies,Molecular Assemblies,Company,Commercial,United States,kim@molecularassemblies.com,USD,
Molecular Innovations LLC,Molecular Innovations LLC,Company,Commercial,United States,roelof@molecular-innovations.com,USD,
Molten Salt Solutions,Molten Salt Solutions,Company,Commercial,United States,gatewood@moltensaltsolutions.com,USD,
"Mozar Technology, S.L.","Mozar Technology, S.L.",Company,Commercial,United States,y.simon@mozar.es,USD,
MPI fur Biochemie,MPI fur Biochemie,Company,Commercial,United States,elisabeth.huber@vw.biochem.mpg.de; sperl@biochem.mpg.de; huber@vw.biochem.mpg.de,USD,
MRI Global,MRI Global,Company,Commercial,United States,ap@mriglobal.org,USD,
Murdoch University,Murdoch University,Company,Commercial,United States,prithi.raguraman@murdoch.edu.au,USD,
"Namiki Shoji Co., Ltd.","Namiki Shoji Co., Ltd.",Company,Commercial,United States,nakayama@namiki-s.co.jp,USD,
"Nano Convergence, Inc.","Nano Convergence, Inc.",Company,Commercial,United States,acct.nanoconvergence@gmail.com,USD,
NanoBST - CC,NanoBST - CC,Company,Commercial,United States,dany.yun@nanobst.org,USD,
National Institute on Drug Abuse - Terri,National Institute on Drug Abuse - Terri,Company,Commercial,United States,terri.cain@nih.gov,USD,
National Research Council of Canada,National Research Council of Canada,Company,Commercial,United States,marie-josee.lorrain@cnrc-nrc.gc.ca,USD,
"Nava Therapeutics, Inc","Nava Therapeutics, Inc",Company,Commercial,United States,ap@navatx.com,USD,
Naval Air Warfare Center,Naval Air Warfare Center,Company,Commercial,United States,thomas.czibovic@navy.mil,USD,
NC State University - Ann Norcross,NC State University - Ann Norcross,Company,Commercial,United States,aenorcro@ncsu.edu,USD,
NCK A/S,NCK A/S,Company,Commercial,United States,hjk@nck.dk,USD,
Nektar Therapeutics,Nektar Therapeutics,Company,Commercial,United States,KMitchell@nektar.com,USD,
Neta Scientific Inc.,Neta Scientific Inc.,Company,Commercial,United States,service@netascientific.com,USD,
New Iridium,New Iridium,Company,Commercial,United States,david@newiridium.com,USD,
Nextar Ltd.,Nextar Ltd.,Company,Commercial,United States,omrib@nextar.co.il; idang@nextar.co.il; JosephK@nextar.co.il,USD,
NIDA/NIH- Jaddu Johnston,NIDA/NIH- Jaddu Johnston,Company,Commercial,United States,jaddua.johnston@nih.gov,USD,
NIH- Scott Dedufour,NIH- Scott Dedufour,Company,Commercial,United States,scott.dedufour@nih.gov,USD,
NIH - Christine Donati,NIH - Christine Donati,Company,Commercial,United States,donatic@mail.nih.gov,USD,
NIH - Kelly Brennan,NIH - Kelly Brennan,Company,Commercial,United States,kelly.brennan@nih.gov,USD,
NIH - Reggie Barnett - CC,NIH - Reggie Barnett - CC,Company,Commercial,United States,reggie.barnett@nih.gov,USD,
NIH Argentina,NIH Argentina,Company,Commercial,United States,gmahler@fq.edu.uy,USD,
NIH/NCATS - Walter Fountain,NIH/NCATS - Walter Fountain,Company,Commercial,United States,walter.fountain@nih.gov,USD,
NIH/NCI- Benjamin Douek - CC,NIH/NCI- Benjamin Douek - CC,Company,Commercial,United States,Benjamin.douek@nih.gov,USD,
NIH/NCI - Jimmy Baker,NIH/NCI - Jimmy Baker,Company,Commercial,United States,bakerjw@mail.nih.gov,USD,
NIH/NCI - Lorene Braswell,NIH/NCI - Lorene Braswell,Company,Commercial,United States,lori.braswell@nih.gov,USD,
NIH/NCI - Nancy Wang,NIH/NCI - Nancy Wang,Company,Commercial,United States,wongn@mail.nih.gov,USD,
NIH/NHLBI - Teresa Newman,NIH/NHLBI - Teresa Newman,Company,Commercial,United States,teresa.newman@nih.gov,USD,
NIH/NHLBI - Trevin Skeen,NIH/NHLBI - Trevin Skeen,Company,Commercial,United States,tskeens@nih.gov,USD,
NIH/NIAID- Sakthivel A.,NIH/NIAID- Sakthivel A.,Company,Commercial,United States,sakthi.anbananthan@nih.gov,USD,
NIH/NIBIB - Marcella Canada,NIH/NIBIB - Marcella Canada,Company,Commercial,United States,mcanada@mail.nih.gov,USD,
NIH/NIDA - Jaddua Johnston,NIH/NIDA - Jaddua Johnston,Company,Commercial,United States,jaddua.johnston@nih.gov,USD,
NIH/NIDA - Terri Cain,NIH/NIDA - Terri Cain,Company,Commercial,United States,terri.cain@nih.gov,USD,
NIH/NIDDK - Lauren Sands,NIH/NIDDK - Lauren Sands,Company,Commercial,United States,lauren.sands@nih.gov,USD,
NIH/NIDDK - Steven Dudas - CC,NIH/NIDDK - Steven Dudas - CC,Company,Commercial,United States,steven.dudas@nih.gov,USD,
Nitto Denko Technical,Nitto Denko Technical,Company,Commercial,United States,sherry.pacheco@nitto.com,USD,
North Dakota State University,North Dakota State University,Company,Commercial,United States,mimi.monson@ndsu.edu,USD,
North Dakota States University,North Dakota States University,Company,Commercial,United States,ndsu.psciorders@ndsu.edu,USD,
Northeastern University,Northeastern University,Company,Commercial,United States,bre.greene@neu.edu,USD,
Northeastern University- R Manetsch,Northeastern University- R Manetsch,Company,Commercial,United States,zhao.ying@husky.neu.edu,USD,
Northeastern University - A. Sromek,Northeastern University - A. Sromek,Company,Commercial,United States,a.sromek@northeastern.edu,USD,
Northwestern University,Northwestern University,Company,Commercial,United States,invoicesonly@northwestern.edu,USD,
Norwegian Uni. of Sci & Tech - NTNU,Norwegian Uni. of Sci & Tech - NTNU,Company,Commercial,United States,pdf.ntnu@bscs.basware.com,USD,
"Novatia, LLC","Novatia, LLC",Company,Commercial,United States,edward.delaney@enovatia.com,USD,
Novo Nordisk A/S,Novo Nordisk A/S,Company,Commercial,United States,CENTPOSTICE@novonordisk.com,USD,
Novo Nordisk Research Center,Novo Nordisk Research Center,Company,Commercial,United States,nsg@novonordisk.com,USD,
Novorex Inc,Novorex Inc,Company,Commercial,United States,juneyoung.lee@novorex.com,USD,
NREL - Kristy Usnick,NREL - Kristy Usnick,Company,Commercial,United States,kristy.usnick@nrel.gov,USD,
NuChem Sciences Inc.,NuChem Sciences Inc.,Company,Commercial,United States,ap@nuchemtherapeutics.com,USD,
Nuevolution,Nuevolution,Company,Commercial,United States,invoice@nuevolution.com,USD,
"Nura Bio, Inc.","Nura Bio, Inc.",Company,Commercial,United States,ap@nurabio.com,USD,
"Nurix, Inc.","Nurix, Inc.",Company,Commercial,United States,accountspayable@nurix-inc.com,USD,
o2h Discovery Private Limited,o2h Discovery Private Limited,Company,Commercial,United States,rinkal.vaghela@o2h.com;nehal.kotadiya@o2h.com,USD,
"Oakwood Products, Inc (C)","Oakwood Products, Inc (C)",Company,Commercial,United States,accounting@oakwoodchemical.com,USD,
Occidental College,Occidental College,Company,Commercial,United States,rbooth@oxy.edu; tnatividad@oxy.edu,USD,
"Odyssey Therapeutics, Inc.","Odyssey Therapeutics, Inc.",Company,Commercial,United States,ap@odysseytx.com,USD,
OHSU - Michael Cohen,OHSU - Michael Cohen,Company,Commercial,United States,cohenmic@ohsu.edu,USD,
"Olon Ricerca Biosciences, LLC","Olon Ricerca Biosciences, LLC",Company,Commercial,United States,lori.chapin@olonricerca.com,USD,
OMass Therapeutics Limited,OMass Therapeutics Limited,Company,Commercial,United States,accounts@omass.com,USD,
OmegaChem Inc.,OmegaChem Inc.,Company,Commercial,United States,info@omegachem.com,USD,
Omeros Corporation,Omeros Corporation,Company,Commercial,United States,ap@omeros.com,USD,
Ontario Institute for Cancer Research,Ontario Institute for Cancer Research,Company,Commercial,United States,accounts.payable@oicr.on.ca,USD,
Oregon Health & Science University,Oregon Health & Science University,Company,Commercial,United States,apinvoices@ohsu.edu,USD,
Oregon State University E Ceballos,Oregon State University E Ceballos,Company,Commercial,United States,ec@xbiologix.com,USD,
"Oric Pharmaceuticals, Inc","Oric Pharmaceuticals, Inc",Company,Commercial,United States,ap@oricpharma.com,USD,
Origin Materials,Origin Materials,Company,Commercial,United States,kvong@originmaterials.com,USD,
Orion Corporation,Orion Corporation,Company,Commercial,United States,orion.FI.P.100538-8@docinbound.com,USD,
Orogen Therapeutics,Orogen Therapeutics,Company,Commercial,United States,ChristinaL@orogentx.com,USD,
OUHSC COLLEGE OF PHARMACY - W. Wang,OUHSC COLLEGE OF PHARMACY - W. Wang,Company,Commercial,United States,weidong-wang@ouhsc.edu,USD,
"P2D, Inc.","P2D, Inc.",Company,Commercial,United States,rmoconnor@p2dinc.com,USD,
Pacific Biosciences,Pacific Biosciences,Company,Commercial,United States,smahal@pacificbiosciences.com,USD,
"Palatin Technologies, Inc,","Palatin Technologies, Inc,",Company,Commercial,United States,lboteju@palatin.com,USD,
Palo Alto Research Center,Palo Alto Research Center,Company,Commercial,United States,randall.paquette@sri.com; ostadhos@parc.com,USD,
Paraza Pharma Inc.,Paraza Pharma Inc.,Company,Commercial,United States,payables@parazapharma.com,USD,
Partners HealthCare,Partners HealthCare,Company,Commercial,United States,POConfirmations@partners.org,USD,
PATQER,PATQER,Company,Commercial,United States,tvgalstian@patqer.com,USD,
PBUSA-Hatfield,PBUSA-Hatfield,Company,Commercial,United States,Jodi_Salerno@pharmablock.com,USD,
Peking University,Peking University,Company,Commercial,United States,wangzilong@hsc.pku.edu.cn,USD,
Pelage Pharmaceuticals,Pelage Pharmaceuticals,Company,Commercial,United States,danielsun01@gmail.com,USD,
Pennsylvania State University,Pennsylvania State University,Company,Commercial,United States,jna2@psu.edu,USD,
PerkinElmer Inc,PerkinElmer Inc,Company,Commercial,United States,hector.luna@perkinelmer.com,USD,
Pfizer R&D UK Ltd,Pfizer R&D UK Ltd,Company,Commercial,United States,Cathi.Stewart@pfizer.com,USD,
"Pfizer, Inc.","Pfizer, Inc.",Company,Commercial,United States,apinvoices@pfizer.com,USD,
"pH Pharma, Inc.","pH Pharma, Inc.",Company,Commercial,United States,scott.savage@ph-pharma.com,USD,
PharmaBlock (USA) INC,PharmaBlock (USA) INC,Company,Commercial,United States,salesusa@pharmablock.com,USD,
Pharmacyclics LLC,Pharmacyclics LLC,Company,Commercial,United States,abbvie.us.6701@ironmountain.com,USD,
Pharmaffiliates Inc,Pharmaffiliates Inc,Company,Commercial,United States,project@pharmaffiliates.com; ss@pharmaffiliates.com; procurement@pharmaffiliates.com,USD,
Pharmatory Ltd.,Pharmatory Ltd.,Company,Commercial,United States,heikki.hassila@pharmatory.com,USD,
Phenex Pharmaceuticals AG,Phenex Pharmaceuticals AG,Company,Commercial,United States,apinvoices@phenex-pharma.com,USD,
Phillips 66,Phillips 66,Company,Commercial,United States,laura.l.nielsen@p66.com,USD,
Piramal Enterprises Limited,Piramal Enterprises Limited,Company,Commercial,United States,Dharmesh.Raval@piramal.com;Ashok.Patel3@piramal.com,USD,
Piramal Pharma Solutions,Piramal Pharma Solutions,Company,Commercial,United States,apinvoices@ashstevens.com,USD,
"Plexium, Inc.","Plexium, Inc.",Company,Commercial,United States,ACCOUNTSPAYABLE@PLEXIUM.COM,USD,
Plexxikon Inc,Plexxikon Inc,Company,Commercial,United States,accountspayable@plexxikon.com,USD,
Pomona College,Pomona College,Company,Commercial,United States,cjb04747@pomona.edu,USD,
"Portola Pharmaceuticals, Inc","Portola Pharmaceuticals, Inc",Company,Commercial,United States,apinvoice@portola.com,USD,
PPS-Riverview,PPS-Riverview,Company,Commercial,United States,apinvoices@ashstevens.com,USD,
Prince Felipe Research Center,Prince Felipe Research Center,Company,Commercial,United States,purchases@cipf.es,USD,
Princeton University,Princeton University,Company,Commercial,United States,invoices@princeton.edu,USD,
Procter & Gamble - Kristi Niehaus,Procter & Gamble - Kristi Niehaus,Company,Commercial,United States,niehaus.kl@pg.com,USD,
Promega Corporation,Promega Corporation,Company,Commercial,United States,AP@PROMEGA.COM,USD,
Proneurotech,Proneurotech,Company,Commercial,United States,ap@proneurotech.com,USD,
Prosetta Biosciences Inc,Prosetta Biosciences Inc,Company,Commercial,United States,purchasing@prosetta.com,USD,
Provid Pharmaceuticals Inc.,Provid Pharmaceuticals Inc.,Company,Commercial,United States,gary.olson@provid.com,USD,
Psychemedics Corporation,Psychemedics Corporation,Company,Commercial,United States,NeilS@psychemedics.com,USD,
Psylo Pty Ltd,Psylo Pty Ltd,Company,Commercial,United States,procurement@psylo.bio,USD,
PTC Therapeutics,PTC Therapeutics,Company,Commercial,United States,accountspayable@ptcbio.com,USD,
PUCV,PUCV,Company,Commercial,United States,david.villaman@pucv.cl,USD,
Purdue University,Purdue University,Company,Commercial,United States,AP@PURDUE.EDU,USD,
Purdue University- Darci Decamp (E),Purdue University- Darci Decamp (E),Company,Commercial,United States,apinbound01@gmail.com,USD,
Purdue University- J Schluttenhofer,Purdue University- J Schluttenhofer,Company,Commercial,United States,jschlut@purdue.edu,USD,
Purdue University - Julie Wilkinson,Purdue University - Julie Wilkinson,Company,Commercial,United States,wilkin43@purdue.edu,USD,
Purdue University - Miranda Parson,Purdue University - Miranda Parson,Company,Commercial,United States,parsonml@purdue.edu,USD,
Purdue University - Rebekah Clark,Purdue University - Rebekah Clark,Company,Commercial,United States,clarkre@purdue.edu,USD,
Purdue University - Tabitha Yokley,Purdue University - Tabitha Yokley,Company,Commercial,United States,tyokley@purdue.edu,USD,
Pusan National University,Pusan National University,Company,Commercial,United States,hyang@pusan.ac.kr,USD,
Quantum-SI,Quantum-SI,Company,Commercial,United States,accountspayable@quantum-si.com,USD,
QuiaPEG Pharmaceuticals AB,QuiaPEG Pharmaceuticals AB,Company,Commercial,United States,christian.sund@quiapeg.com,USD,
R&S Chemicals Inc,R&S Chemicals Inc,Company,Commercial,United States,smuthialu@randschemicals.com,USD,
"Radial Therapeutics, Inc.","Radial Therapeutics, Inc.",Company,Commercial,United States,apinvoices@Radialtx.com,USD,
Radiological Sciences,Radiological Sciences,Company,Commercial,United States,rechiang@hs.uci.edu,USD,
"Rafael Pharmaceuticals, Inc","Rafael Pharmaceuticals, Inc",Company,Commercial,United States,moshe.kaganoff@rafaelholdings.com,USD,
Raghava Life Sciences Pvt Ltd,Raghava Life Sciences Pvt Ltd,Company,Commercial,United States,bvenkatesham@raghavalife.com,USD,
Rain Oncology Inc- Dharmendra Singh,Rain Oncology Inc- Dharmendra Singh,Company,Commercial,United States,dsingh@rainoncology.com,USD,
Rakuten Medical Inc,Rakuten Medical Inc,Company,Commercial,United States,purchasing@rakuten-med.com,USD,
"RAPT Therapeutics, Inc.","RAPT Therapeutics, Inc.",Company,Commercial,United States,apinvoices@rapt.com,USD,
"RayzeBio, Inc.","RayzeBio, Inc.",Company,Commercial,United States,ap@rayzebio.com,USD,
Recludix Pharma Inc,Recludix Pharma Inc,Company,Commercial,United States,invoices@recludix.com,USD,
Recursion Pharmaceuticals,Recursion Pharmaceuticals,Company,Commercial,United States,billing@recursionpharma.com,USD,
Redox Scientific,Redox Scientific,Company,Commercial,United States,lab@redoxsci.com,USD,
Relay Therapeutics,Relay Therapeutics,Company,Commercial,United States,ap@relaytx.com,USD,
ReNAgade Therapeutics,ReNAgade Therapeutics,Company,Commercial,United States,ap@renagadetx.com,USD,
Reverie Labs,Reverie Labs,Company,Commercial,United States,ap@reverielabs.com,USD,
Revolution Medicines,Revolution Medicines,Company,Commercial,United States,accountspayable@revolutionmedicines.com,USD,
Rice University - J. Hartgerink,Rice University - J. Hartgerink,Company,Commercial,United States,hartgerinklab@gmail.com,USD,
Rice University Chemistry,Rice University Chemistry,Company,Commercial,United States,scudnik@rice.edu,USD,
Rigel Pharmaceuticals Inc.,Rigel Pharmaceuticals Inc.,Company,Commercial,United States,accounts-payable@rigel.com,USD,
"Roche Molecular Systems, Inc.","Roche Molecular Systems, Inc.",Company,Commercial,United States,alexander.nierth@roche.com,USD,
Roche Tissue Diganostics,Roche Tissue Diganostics,Company,Commercial,United States,abbie.shepard@roche.com,USD,
Rochester Inst.of Tech-Erin Kobie,Rochester Inst.of Tech-Erin Kobie,Company,Commercial,United States,ecmsse@rit.edu,USD,
Rosalind Franklin University,Rosalind Franklin University,Company,Commercial,United States,ap@rosalindfranklin.edu,USD,
RTI International,RTI International,Company,Commercial,United States,Accounting@rti.org,USD,
Rutgers University - G Alulema,Rutgers University - G Alulema,Company,Commercial,United States,galulema@research.rutgers.edu,USD,
"S Science Co., Ltd.","S Science Co., Ltd.",Company,Commercial,United States,sscience1023@hanmail.net,USD,
Saguaro Technologies Inc,Saguaro Technologies Inc,Company,Commercial,United States,lturcotte@saguarobio.com,USD,
Sai Life Sciences Limited,Sai Life Sciences Limited,Company,Commercial,United States,mayur.p@sailife.com,USD,
Sai Life Sciences Limited - Pune,Sai Life Sciences Limited - Pune,Company,Commercial,United States,govind1.g@sailife.com,USD,
Saint Josephs University,Saint Josephs University,Company,Commercial,United States,accountspayable@sju.edu,USD,
Saint Louis University,Saint Louis University,Company,Commercial,United States,accountspayable@slu.edu,USD,
Sam Houston State University,Sam Houston State University,Company,Commercial,United States,rlh032@shsu.edu,USD,
Samford University - E Whetsto,Samford University - E Whetsto,Company,Commercial,United States,mwhetsto@samford.edu,USD,
Samumed,Samumed,Company,Commercial,United States,laborders@zageno.com,USD,
Sapala Organics Pvt Ltd,Sapala Organics Pvt Ltd,Company,Commercial,United States,purchase@sapalaorganics.com; purchase1@sapalaorganics.com; purchase2@sapalaorganics.com,USD,
SBP Medical Discovery Institute,SBP Medical Discovery Institute,Company,Commercial,United States,invoices@sbpdiscovery.org,USD,
Scientific Sales Inc,Scientific Sales Inc,Company,Commercial,United States,djohnson@scisale.com,USD,
"SD Chem, Inc - CC","SD Chem, Inc - CC",Company,Commercial,United States,purchasing@adcheminc.com,USD,
SDSURF- Matthew Wadley,SDSURF- Matthew Wadley,Company,Commercial,United States,mwadley@sdsu.edu,USD,
"Seattle Genetics, Inc.","Seattle Genetics, Inc.",Company,Commercial,United States,accountspayable@seagen.com,USD,
Seattle University,Seattle University,Company,Commercial,United States,fratok@seattleu.edu,USD,
Selvita S.A.,Selvita S.A.,Company,Commercial,United States,procurement@selvita.com,USD,
"Septerna, Inc","Septerna, Inc",Company,Commercial,United States,ap@septerna.com,USD,
SetonHall University,SetonHall University,Company,Commercial,United States,riverara@shu.edu,USD,
"Shanghai BioLeaf Biotech CO., LTD","Shanghai BioLeaf Biotech CO., LTD",Company,Commercial,United States,order@bioleaf.com,USD,
"Shigematsu & Co., Ltd.","Shigematsu & Co., Ltd.",Company,Commercial,United States,import@shigematsu.co.jp,USD,
SIBCR,SIBCR,Company,Commercial,United States,invoices@sibcr.org,USD,
SiChem GmbH,SiChem GmbH,Company,Commercial,United States,info@sichem.de,USD,
"Sigilon, Inc.","Sigilon, Inc.",Company,Commercial,United States,invoices@sigilon.com,USD,
Sigma-Aldrich International GmbH,Sigma-Aldrich International GmbH,Company,Commercial,United States,bayergps@merckgroup.com,USD,
Signa S.A. de C.V.,Signa S.A. de C.V.,Company,Commercial,United States,ssanchez@signa.mx,USD,
Single Source Procurement,Single Source Procurement,Company,Commercial,United States,sarah@sspusa.com,USD,
Singular Genomics,Singular Genomics,Company,Commercial,United States,procurement@singulargenomics.com,USD,
"Small Molecules, Inc","Small Molecules, Inc",Company,Commercial,United States,ap@echemportal.net,USD,
SolidEnergy Systems LLC,SolidEnergy Systems LLC,Company,Commercial,United States,ap@ses.ai,USD,
Sookmyung Women's University,Sookmyung Women's University,Company,Commercial,United States,uriys2@gmail.com,USD,
Southern IL University- Rosie Gogue,Southern IL University- Rosie Gogue,Company,Commercial,United States,rgogue@siue.edu,USD,
Southern Methodist University,Southern Methodist University,Company,Commercial,United States,invoices@smu.edu,USD,
Southern Research- Samuel Tanner,Southern Research- Samuel Tanner,Company,Commercial,United States,stanner@southernresearch.org,USD,
Southern Research - Alana Centilli,Southern Research - Alana Centilli,Company,Commercial,United States,acentilli@southernresearch.org,USD,
Southern Research - Atefeh Garzan,Southern Research - Atefeh Garzan,Company,Commercial,United States,agarzan@southernresearch.org,USD,
Sprint Bioscience AB,Sprint Bioscience AB,Company,Commercial,United States,sprintbioscience@deloitte.se; Fredrik.Karlsson@sprintbioscience.com,USD,
St Jude Children`s Research Hospital,St Jude Children`s Research Hospital,Company,Commercial,United States,accountspayable@stjude.org,USD,
St Louis college of Pharmacy,St Louis college of Pharmacy,Company,Commercial,United States,kevin.appourchaux@uhsp.edu,USD,
St. Anne`s University Hospital in Brno,St. Anne`s University Hospital in Brno,Company,Commercial,United States,lch.ul@fnusa.cz; pavlikova@med.muni.cz,USD,
St. Johns University,St. Johns University,Company,Commercial,United States,weisss@stjohns.edu,USD,
Stanford University- Alissa Ceja,Stanford University- Alissa Ceja,Company,Commercial,United States,alceja@stanford.edu,USD,
Stanford University - Hanon McShea,Stanford University - Hanon McShea,Company,Commercial,United States,mcshea@stanford.edu,USD,
Stanford University - N McCarthy,Stanford University - N McCarthy,Company,Commercial,United States,nancylm@stanford.edu,USD,
Stellenbosch University,Stellenbosch University,Company,Commercial,United States,siobhanb@sun.ac.za,USD,
Stony Brook University,Stony Brook University,Company,Commercial,United States,accountspayable@stonybrook.edu,USD,
Stony Brook University - R Bonala,Stony Brook University - R Bonala,Company,Commercial,United States,radha.bonala@stonybrook.edu,USD,
Stripe Link,Stripe Link,Company,Commercial,United States,apinbound01@gmail.com,USD,
Supreme Technology Inc,Supreme Technology Inc,Company,Commercial,United States,supremetek@aol.com,USD,
Sutro Biopharma,Sutro Biopharma,Company,Commercial,United States,ap@sutrobio.com,USD,
Sygnature Discovery Limited,Sygnature Discovery Limited,Company,Commercial,United States,invoices@sygnaturediscovery.com,USD,
"Symrise, Inc.","Symrise, Inc.",Company,Commercial,United States,brett.newirth@symrise.com,USD,
Synaptent LLC,Synaptent LLC,Company,Commercial,United States,synaptent@synaptent.com,USD,
Syncom bv,Syncom bv,Company,Commercial,United States,harry.werkman@symeres.com,USD,
Syngene International Ltd,Syngene International Ltd,Company,Commercial,United States,BHARATHI.SWAMY@syngeneintl.com,USD,
Syngene Scientific Solutions Ltd,Syngene Scientific Solutions Ltd,Company,Commercial,United States,Eshwaroju.Venkatesh@syngeneintl.com,USD,
Syngenta Crop Protection AG [E],Syngenta Crop Protection AG [E],Company,Commercial,United States,apinvoice.chcrop@syngentaprocessmail.com,USD,
"Syngenta Crop Protection AG, Münchwilen","Syngenta Crop Protection AG, Münchwilen",Company,Commercial,United States,apinvoice.chcrop@syngentaprocessmail.com,USD,
"Syngenta Crop Protection, LLC","Syngenta Crop Protection, LLC",Company,Commercial,United States,bruce.mckillican@syngenta.com,USD,
